"userId","role","location","TotalMeces","señority"
"6aeabdeb-a7d9-4082-955e-e52e2023146c","supervisora de planta de hilatura",\N,"5","0"
"6aeabdeb-a7d9-4082-955e-e52e2023146c","analista de producto",\N,"6","0"
"6aeabdeb-a7d9-4082-955e-e52e2023146c","coordinadora de nivel",\N,"10","0"
"6aeabdeb-a7d9-4082-955e-e52e2023146c","coordinadora de nivel",\N,"5","0"
"77956970-747e-4fec-8d65-5cf6f912ad5d","diseñadora gráfica",\N,"10","0"
"77956970-747e-4fec-8d65-5cf6f912ad5d","community manager y diseñadora gráfica",\N,"1","0"
"77956970-747e-4fec-8d65-5cf6f912ad5d","creadora de contenido digital",\N,"14","0"
"ae363896-755a-4759-8a62-7af76c43ca5c","community manager",\N,"56","0"
"5c843a06-d993-4f33-b556-56934adae76a","community manager",\N,"41","0"
"5c843a06-d993-4f33-b556-56934adae76a","estratega  digital",\N,"10","0"
"5c843a06-d993-4f33-b556-56934adae76a","community manager",\N,"4","0"
"5c843a06-d993-4f33-b556-56934adae76a","especialista en marketing",\N,"10","0"
"5c843a06-d993-4f33-b556-56934adae76a","ceo",\N,"102","0"
"c4213b0e-7282-426c-9a67-357c7fd4b9e8","director de producción en agencia munlogic.p",\N,"15","0"
"c4213b0e-7282-426c-9a67-357c7fd4b9e8","coordinador de área ( diseño gráfico) ",\N,"55","0"
"c4213b0e-7282-426c-9a67-357c7fd4b9e8","diseñador gráfico ",\N,"5","1"
"26a0ae83-aa12-4335-a797-3649ec9d5254","costumer care representative",\N,"24","0"
"061c45ac-f0c4-4fd7-9de6-819f846ef9d0","especialista en marketing digital - coordinador",\N,"36","0"
"db9e97e1-f873-4689-ad30-527760e1a20a","diseñador freelance",\N,"156","0"
"db9e97e1-f873-4689-ad30-527760e1a20a","diseñador",\N,"6","0"
"db9e97e1-f873-4689-ad30-527760e1a20a","coordinador de infografía",\N,"101","0"
"13009643-82cf-460d-b7ed-e623c8e6c51e","coordinador de marca",\N,"7","0"
"d8aeed02-d79f-4701-b096-fb1950a63992","coordinador de fotografía",\N,"54","0"
"05d3cf6d-404f-474f-8851-0d8cc8474c3d","mi último puesto: editora de obrasweb.mx",\N,"115","0"
"35782a0d-1b48-4f67-9093-cda41f46219a","becario diseño gráfico ",\N,"3","0"
"35782a0d-1b48-4f67-9093-cda41f46219a","asistente de diseño gráfico ",\N,"9","0"
"35782a0d-1b48-4f67-9093-cda41f46219a","asistente de marketing",\N,"4","0"
"3463ccc3-90c3-4d5a-8c11-6d22257c24d7","diseñador gráfico",\N,"68","0"
"3463ccc3-90c3-4d5a-8c11-6d22257c24d7","diseñador creativo ",\N,"7","0"
"3463ccc3-90c3-4d5a-8c11-6d22257c24d7","diseñador gráfico",\N,"8","0"
"3463ccc3-90c3-4d5a-8c11-6d22257c24d7","diseñador web",\N,"32","0"
"51278d0a-21cb-4f90-8523-bb3c391738c0","gerente de ventas",\N,"16","0"
"bdaadc05-37f1-4e6e-9dd6-09733d4aa840","contador administrativo",\N,"8","0"
"bdaadc05-37f1-4e6e-9dd6-09733d4aa840","auditor externo",\N,"40","0"
"8fb7b65a-ed4a-4e6d-87d1-82943327ad1e","redactora-reportera",\N,"4","0"
"8fb7b65a-ed4a-4e6d-87d1-82943327ad1e","community manager",\N,"11","0"
"8fb7b65a-ed4a-4e6d-87d1-82943327ad1e","content manager/ community manager",\N,"12","0"
"8fb7b65a-ed4a-4e6d-87d1-82943327ad1e","rp y asistente de comunicación",\N,"9","0"
"8fb7b65a-ed4a-4e6d-87d1-82943327ad1e","community manager- redactor",\N,"27","0"
"f75bf3c3-26a9-49b1-816e-150360a6eb7a","director creativo",\N,"240","0"
"13e21996-918d-43cd-a544-4d0ab1d5736b","ilustrador y diseñador gráfico",\N,"11","0"
"13e21996-918d-43cd-a544-4d0ab1d5736b","docente de artes plásticas",\N,"5","0"
"13e21996-918d-43cd-a544-4d0ab1d5736b","diseñador gráfico",\N,"65","0"
"f1f9f3c2-6a9b-4117-9b2d-ca5947ddf37e","supervisor",\N,"38","0"
"78d29f6b-b297-4d8b-bf51-162812bf1d00","redactora web",\N,"17","0"
"78d29f6b-b297-4d8b-bf51-162812bf1d00","copy / pm ",\N,"15","1"
"880c096d-f57e-4d1c-b6af-13fac04808f5","encargado de comunicación",\N,"26","0"
"880c096d-f57e-4d1c-b6af-13fac04808f5","asistente de producción ejecutiva",\N,"2","0"
"880c096d-f57e-4d1c-b6af-13fac04808f5","asistente de comunicación",\N,"3","0"
"880c096d-f57e-4d1c-b6af-13fac04808f5","voluntario en el área de video",\N,"1","0"
"880c096d-f57e-4d1c-b6af-13fac04808f5","voluntario en el área de making of",\N,"1","0"
"880c096d-f57e-4d1c-b6af-13fac04808f5","editor de video",\N,"3","0"
"fec2e386-98f5-4ef5-be51-90ab32bcb824","director de marketing",\N,"28","0"
"fec2e386-98f5-4ef5-be51-90ab32bcb824","director creativo",\N,"29","0"
"fec2e386-98f5-4ef5-be51-90ab32bcb824","creativo",\N,"41","0"
"7161a417-d249-4d7e-9f31-32e5f276e306","diseñador grafico",\N,"14","0"
"76c2fc02-3ad7-445b-9bd9-96aac0e86c19","project manager",\N,"4","0"
"76c2fc02-3ad7-445b-9bd9-96aac0e86c19","strategic planning supervisor ",\N,"36","0"
"76c2fc02-3ad7-445b-9bd9-96aac0e86c19","strategic accounts sales planner",\N,"10","3"
"76c2fc02-3ad7-445b-9bd9-96aac0e86c19","movies and series ad sales planner",\N,"14","1"
"76c2fc02-3ad7-445b-9bd9-96aac0e86c19","ad sales assistant. ",\N,"24","0"
"699aafe0-cbce-4c4c-a7b2-3a8f8f559cb5","soporte tecnico ",\N,"2","0"
"699aafe0-cbce-4c4c-a7b2-3a8f8f559cb5","diseñador web",\N,"21","0"
"cb037793-25ef-41df-a592-c59de5464769","community manager (servicio social)",\N,"5","0"
"cb037793-25ef-41df-a592-c59de5464769","editor web",\N,"6","0"
"cb037793-25ef-41df-a592-c59de5464769","digital marketing strategist",\N,"16","0"
"cb037793-25ef-41df-a592-c59de5464769","media trafficker",\N,"24","0"
"084751eb-aded-4cb8-8337-661ff6238b3c","social media",\N,"21","0"
"675e4d37-62b9-43d6-90be-fa755c1c218b","desarrollo web",\N,"43","0"
"83e8a689-b506-4d54-9722-e7cf6160ba0e","auxiliar de programador",\N,"16","0"
"d31bf038-b25d-4b0b-8cce-7c98c5062b6b","gerente comercial",\N,"12","0"
"d31bf038-b25d-4b0b-8cce-7c98c5062b6b","sales account executive",\N,"19","0"
"a5a039c3-d57a-4441-b458-78f18c552099","editor y asistente de producción",\N,"7","0"
"a5a039c3-d57a-4441-b458-78f18c552099","fotógrafo/ diseñador y editor",\N,"51","0"
"953e7b3c-a649-42cf-bdee-d1d570909fa6","ingeniero de sistemas",\N,"11","0"
"953e7b3c-a649-42cf-bdee-d1d570909fa6","jefe de área de redes/ comunicaciones e ingeniería de software",\N,"157","0"
"953e7b3c-a649-42cf-bdee-d1d570909fa6","administrador de redes y servidores",\N,"29","0"
"953e7b3c-a649-42cf-bdee-d1d570909fa6","soporte técnico",\N,"22","0"
"1e23d4e8-c761-4a2a-86a9-4a7589fd3da7","diseñador gráfico",\N,"89","0"
"434b892e-97c9-4883-874e-dfeba04c421e","productor para medios digitales",\N,"31","0"
"434b892e-97c9-4883-874e-dfeba04c421e","director de producción y contenidos",\N,"40","0"
"434b892e-97c9-4883-874e-dfeba04c421e","diseñador gráfico",\N,"31","0"
"434b892e-97c9-4883-874e-dfeba04c421e","productor de radio",\N,"53","0"
"a4cfac07-20dd-47e8-909e-831829a9c321","coordinador",\N,"29","0"
"c627fa92-fc68-4fa9-af9b-e11353e003f1","community manager",\N,"1","0"
"c627fa92-fc68-4fa9-af9b-e11353e003f1","redactora web",\N,"7","0"
"c627fa92-fc68-4fa9-af9b-e11353e003f1","community manager",\N,"12","0"
"c627fa92-fc68-4fa9-af9b-e11353e003f1","community manager",\N,"12","0"
"47f0df30-801f-465c-9793-528db91f2947","diseñadora gráfica de comunicación interna",\N,"47","0"
"47f0df30-801f-465c-9793-528db91f2947","coordinadora / proyectos especiales",\N,"14","0"
"47f0df30-801f-465c-9793-528db91f2947","diseñadora gráfica",\N,"12","0"
"47f0df30-801f-465c-9793-528db91f2947","arte digital",\N,"13","0"
"47f0df30-801f-465c-9793-528db91f2947","trade marketing designer",\N,"6","0"
"6d544228-8461-487e-ac18-11dfa4590cbb","cajera administrativa-auxiliar administrativo",\N,"131","0"
"7528340a-20cc-4c67-bb3d-4417718e1868","web developer",\N,"16","0"
"7528340a-20cc-4c67-bb3d-4417718e1868","front end developer",\N,"7","0"
"7528340a-20cc-4c67-bb3d-4417718e1868","web developer",\N,"6","0"
"c5f92e33-a215-4718-acda-a47dc43a7d8c","creadora de contenidos",\N,"10","0"
"c5f92e33-a215-4718-acda-a47dc43a7d8c","ghost writer",\N,"71","0"
"c5f92e33-a215-4718-acda-a47dc43a7d8c","editora y correctora de estilo",\N,"1","0"
"c5f92e33-a215-4718-acda-a47dc43a7d8c","traductora",\N,"60","0"
"b7bb20db-ab4b-47da-a851-ae3d55b3ea5e","co-creadora y coordinadora de proyecto barak",\N,"48","0"
"b7bb20db-ab4b-47da-a851-ae3d55b3ea5e","proyectos especiales de la unidad de comunicación social",\N,"1","0"
"b7bb20db-ab4b-47da-a851-ae3d55b3ea5e","coordinador de comunicación social ",\N,"12","0"
"2ce23ec9-be49-4f5d-a4f8-df39f228097e","gerente de operaciones / diseño ",\N,"44","0"
"2ce23ec9-be49-4f5d-a4f8-df39f228097e","diseñadora gráfica ",\N,"5","0"
"2ce23ec9-be49-4f5d-a4f8-df39f228097e","diseñadora gráfica ",\N,"4","0"
"2ce23ec9-be49-4f5d-a4f8-df39f228097e","diseñadora freelance ",\N,"17","0"
"2ce23ec9-be49-4f5d-a4f8-df39f228097e","diseñados gráfica / web",\N,"25","0"
"43bc2a31-ff58-486f-9d7d-d8dd9b01cfe7","colaboradora",\N,"12","0"
"5285ffac-1aa1-4f17-8272-33f901dbe716","capturador",\N,"1","0"
"bd6b34cf-513b-4b8b-a744-d098c1c4470f","community manager ",\N,"54","0"
"bd6b34cf-513b-4b8b-a744-d098c1c4470f","community manager y diseño ",\N,"10","0"
"bd6b34cf-513b-4b8b-a744-d098c1c4470f","diseñadora ",\N,"19","0"
"ba0bb2ce-886d-4286-8f28-fad9f0b13cf7","asistente de produccion",\N,"5","0"
"c95dfd7d-9988-4e40-85b0-d46fcee2026e","independiente",\N,"62","0"
"c95dfd7d-9988-4e40-85b0-d46fcee2026e","ceo y asesor ",\N,"22","0"
"fe83653e-c1c2-4b52-9d38-bcee56a8d181","becaria prácticas profesionales ",\N,"7","0"
"fe83653e-c1c2-4b52-9d38-bcee56a8d181","becaria ",\N,"8","0"
"7b8fcf12-3af8-4e8a-bd29-a4ab1c8c0074","servicio social",\N,"2","0"
"724ea9ab-f5e5-4424-b2e8-03d4e2af606b","ejecutiva de cuentas",\N,"4","0"
"724ea9ab-f5e5-4424-b2e8-03d4e2af606b","compra y ventas telemarketing",\N,"28","0"
"724ea9ab-f5e5-4424-b2e8-03d4e2af606b","estratega comercial",\N,"14","0"
"724ea9ab-f5e5-4424-b2e8-03d4e2af606b","performance lead",\N,"5","4"
"409ff922-0bfd-4166-9041-473a15c52c1e","community manager y social media manager",\N,"30","0"
"409ff922-0bfd-4166-9041-473a15c52c1e","social media manager",\N,"7","0"
"409ff922-0bfd-4166-9041-473a15c52c1e","digital manager",\N,"11","0"
"409ff922-0bfd-4166-9041-473a15c52c1e","community manager",\N,"12","0"
"409ff922-0bfd-4166-9041-473a15c52c1e","community manager",\N,"5","0"
"45830a5a-7509-4ca6-8655-df76da247513","networking excecutive ",\N,"7","0"
"45830a5a-7509-4ca6-8655-df76da247513","marketing director ",\N,"8","0"
"45830a5a-7509-4ca6-8655-df76da247513","especialista en inteligencia de mercados ",\N,"12","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","project manager ",\N,"41","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","coordinador de mercadotecnia. ",\N,"65","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","freelance",\N,"27","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","coordinador de zona en análisis de mercados e inteligencia de mercados",\N,"36","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","coordinador de producto",\N,"34","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","gerente de mercadotecnia.",\N,"37","0"
"bc724a9d-4dde-4082-8479-d98f2374a436","analista de banca electrónica.",\N,"99","0"
"fd0f9370-3bd5-437e-bf30-bbc2da370f34","docente",\N,"32","0"
"de8f6d2f-9822-4207-8d8e-62616e3135c0","facebook specialist",\N,"37","0"
"446057af-429b-46bf-bbee-67ce33595870","especialista de marketing digital ",\N,"7","3"
"e00713a0-a53c-45b9-a5a9-b8af87efdd61","copywriter  ",\N,"13","3"
"e00713a0-a53c-45b9-a5a9-b8af87efdd61","creativo  ",\N,"21","3"
"e00713a0-a53c-45b9-a5a9-b8af87efdd61","copywriter ",\N,"12","1"
"e00713a0-a53c-45b9-a5a9-b8af87efdd61","copywriter  ",\N,"22","3"
"d7709472-0725-4961-8bf3-61bce03d6824","especialista en audio y video ",\N,"19","0"
"7146430d-3ae4-446a-8a95-20be6b0fda64","desarrollador seniornet",\N,"3","0"
"7146430d-3ae4-446a-8a95-20be6b0fda64","director de área",\N,"37","0"
"7146430d-3ae4-446a-8a95-20be6b0fda64","director de área",\N,"24","0"
"7146430d-3ae4-446a-8a95-20be6b0fda64","desarrollador java senior",\N,"2","0"
"7146430d-3ae4-446a-8a95-20be6b0fda64","desarrollador java senior",\N,"29","0"
"fc722e63-7ab8-4bf4-aca1-b8c8a7d557f2","maestra auxiliar de tiempo completo",\N,"43","0"
"fc722e63-7ab8-4bf4-aca1-b8c8a7d557f2","marketing",\N,"34","0"
"fc722e63-7ab8-4bf4-aca1-b8c8a7d557f2","owner",\N,"94","0"
"963aef28-4df1-42fb-a1ec-d31563880711","director creativo",\N,"11","0"
"13a2d860-2524-4929-90b2-fe0d94e61d7b","diseñador ",\N,"31","3"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","diseñador gráfico y retocador fotográfico",\N,"27","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","diseñador gráfico freelance",\N,"2","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","diseñador gráfico freelance",\N,"2","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","diseñador gráfico",\N,"31","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","colaborador de video",\N,"7","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","diseñador gráfico",\N,"22","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","fotógrafo",\N,"12","0"
"fa13b08c-4e30-4762-bdb1-da35feff6f68","diseñador gráfico",\N,"21","0"
"2e0a3a0d-bf03-4f66-a09c-00747213682f","directora de arte",\N,"25","0"
"bf295943-b8d0-44d0-bd50-2d50a487d82d","diseñador gráfico senior",\N,"10","0"
"bf295943-b8d0-44d0-bd50-2d50a487d82d","gerente de mkt y publicidad",\N,"43","0"
"bf295943-b8d0-44d0-bd50-2d50a487d82d","analista de diseño",\N,"24","0"
"bf295943-b8d0-44d0-bd50-2d50a487d82d","analista de diseño",\N,"24","0"
"bf295943-b8d0-44d0-bd50-2d50a487d82d","diseñador gráfico",\N,"12","1"
"6115ec6e-627b-4602-8541-867259655ce2","analista de requerimientos",\N,"6","0"
"6115ec6e-627b-4602-8541-867259655ce2","business analyst ",\N,"11","0"
"30e171d1-2b7c-4387-8870-17abc06b6776","community manager y content",\N,"2","1"
"30e171d1-2b7c-4387-8870-17abc06b6776","paid media analyst",\N,"17","0"
"30e171d1-2b7c-4387-8870-17abc06b6776","sem manager",\N,"6","0"
"00fd0e17-264b-4b44-abe7-bccf78963a7d","monitorista",\N,"9","0"
"00fd0e17-264b-4b44-abe7-bccf78963a7d","servicio social",\N,"5","0"
"50e34908-651e-4bc3-bcee-89c14304b275","editora y correctora de estilo",\N,"27","0"
"d077abc6-10a8-4428-92e0-a0ef79cc4f1b","desarrollador ",\N,"26","0"
"e18a56ba-4081-4d42-bdf7-890fa8222419","investigador - estudiante",\N,"25","0"
"c9048092-aefc-4d60-8122-310048ade780","redacción web",\N,"12","0"
"c9048092-aefc-4d60-8122-310048ade780","seo content",\N,"5","0"
"e7d5e3e9-a265-4ced-802a-fdea1f0f1dc6","locutor / investigador ",\N,"78","0"
"e7d5e3e9-a265-4ced-802a-fdea1f0f1dc6","profesor adjunto",\N,"34","0"
"e7d5e3e9-a265-4ced-802a-fdea1f0f1dc6","consultor y redactor de contenidos",\N,"21","0"
"e7d5e3e9-a265-4ced-802a-fdea1f0f1dc6","asistente de recursos humanos",\N,"2","0"
"e7d5e3e9-a265-4ced-802a-fdea1f0f1dc6","asistente de publicaciones",\N,"25","0"
"e7d5e3e9-a265-4ced-802a-fdea1f0f1dc6","asesor",\N,"7","0"
"34d9a6f5-4cfb-40ac-8930-25fe6e643824","diseñadora",\N,"11","0"
"34d9a6f5-4cfb-40ac-8930-25fe6e643824","diseñadora y community manager freelance",\N,"8","0"
"34d9a6f5-4cfb-40ac-8930-25fe6e643824","asistente de producción",\N,"1","0"
"34d9a6f5-4cfb-40ac-8930-25fe6e643824","diseñadora freelance",\N,"3","0"
"34d9a6f5-4cfb-40ac-8930-25fe6e643824","diseñadora freelance",\N,"2","0"
"34d9a6f5-4cfb-40ac-8930-25fe6e643824","becaria ",\N,"27","0"
"975492a0-cb48-460b-af88-27b855d1b845","estratega digital",\N,"12","0"
"1f1a5227-1373-4454-8838-c2ab76798921","diseño de texturas 3d",\N,"3","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","part time faculty",\N,"1","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","planner de comunicación y marketing",\N,"30","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","profesor de cátedra y líder de academia",\N,"50","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","coordinador de proyecto",\N,"5","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","communications intern",\N,"2","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","coordinador de eventos",\N,"53","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","jefe de mercadotecnia",\N,"13","0"
"c4303253-c359-4bfc-aab0-5e1f50834be0","coordinador de grupos representativos",\N,"5","0"
"807525fb-a410-4c6c-953f-554edb7cab77","gerente de logística",\N,"3","0"
"807525fb-a410-4c6c-953f-554edb7cab77","asesor de admisiones a profesional.",\N,"29","0"
"fa2e8666-01c4-4252-87a0-5e6bb3d0d042","becario relaciones públicas",\N,"7","0"
"fa2e8666-01c4-4252-87a0-5e6bb3d0d042","becario de comunicación interna",\N,"5","0"
"fa2e8666-01c4-4252-87a0-5e6bb3d0d042","community manager",\N,"14","0"
"fa2e8666-01c4-4252-87a0-5e6bb3d0d042","marketing editor",\N,"21","0"
"fa2e8666-01c4-4252-87a0-5e6bb3d0d042","project manager",\N,"8","0"
"fa2e8666-01c4-4252-87a0-5e6bb3d0d042","community manager",\N,"5","0"
"9532c564-c25f-4f28-9b82-11ec3394eed4","teleoperador atención a clientes (analista de crédito de bbva)",\N,"60","0"
"9532c564-c25f-4f28-9b82-11ec3394eed4","analista de mesa de control ",\N,"17","0"
"d41cedec-345e-4175-9c67-135b4d908b50","operador multiplataforma",\N,"67","0"
"f7f6269b-c932-49b5-88b2-591a876d5362","administración y asistente personal",\N,"23","0"
"f7f6269b-c932-49b5-88b2-591a876d5362","ventas/ atención al cliente. ",\N,"51","0"
"f7f6269b-c932-49b5-88b2-591a876d5362","administración y recepción",\N,"27","0"
"f7f6269b-c932-49b5-88b2-591a876d5362","atención al cliente",\N,"22","0"
"f7f6269b-c932-49b5-88b2-591a876d5362","empleada de mostrador",\N,"38","4"
"6a0a99ae-b56f-4cf7-93df-ced160695500","gerente de nóminas",\N,"91","0"
"6a0a99ae-b56f-4cf7-93df-ced160695500","dir. institucional de nóminas",\N,"134","0"
"6a0a99ae-b56f-4cf7-93df-ced160695500","consultor  capital humano",\N,"43","3"
"e4be7dc7-4078-4715-b6bc-7930fea0e93b","redactor",\N,"34","1"
"9fa30b7f-e9b0-4783-8bbd-a4c3cb01044d","desarrollador web front end",\N,"13","0"
"481c7807-9ca8-410c-8a4c-78a20acbda61","alianzas comerciales latinoamérica",\N,"6","0"
"481c7807-9ca8-410c-8a4c-78a20acbda61","asistente de marketing",\N,"15","0"
"481c7807-9ca8-410c-8a4c-78a20acbda61","intern y asistente en departamento de campañas publicitarias y ferias",\N,"14","0"
"ef52f7fa-6c15-4739-b2b0-e56c68708de8","coordinador de visual merchandising",\N,"66","0"
"ef52f7fa-6c15-4739-b2b0-e56c68708de8","diseñador ",\N,"108","3"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","redactora",\N,"24","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","coordinadora editorial",\N,"36","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","locutora",\N,"60","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","directora editorial",\N,"48","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","editora",\N,"12","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","editora",\N,"60","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","editora",\N,"72","0"
"40fa2963-6ce5-4388-9fdc-6e1c4686ba64","editora de contenido",\N,"49","0"
"b6834c52-0855-4c7c-813d-f166b0d46850","directora/ editora",\N,"23","0"
"b6834c52-0855-4c7c-813d-f166b0d46850","colaboradora ",\N,"60","0"
"b6834c52-0855-4c7c-813d-f166b0d46850","directora/ editora/ fotógrafa",\N,"97","0"
"de871034-a6b7-40ca-8a80-4db9d27a2f55","fotógrafo multitask",\N,"7","0"
"de871034-a6b7-40ca-8a80-4db9d27a2f55","auxiliar área de ventas",\N,"15","0"
"f239cb90-d022-4d29-b8c2-4b1c0afc912b","desarrollador ios",\N,"2","0"
"f239cb90-d022-4d29-b8c2-4b1c0afc912b","desarrollador ios",\N,"9","0"
"c6433086-14e2-4857-bc17-6cfd100495be","correctora de estilo",\N,"3","0"
"c6433086-14e2-4857-bc17-6cfd100495be","realizadora audiovisual",\N,"9","0"
"c6433086-14e2-4857-bc17-6cfd100495be","realizadora y post productora audiovisual",\N,"6","0"
"c6433086-14e2-4857-bc17-6cfd100495be","realizadora audiovisual",\N,"10","0"
"278a16ab-d26a-4af1-9647-892f3bfc9cd9","asesora de marketing digital & emprendimiento online",\N,"3","0"
"278a16ab-d26a-4af1-9647-892f3bfc9cd9","community manager",\N,"18","0"
"278a16ab-d26a-4af1-9647-892f3bfc9cd9","telemarketing & asesoría en marketing digital",\N,"7","0"
"14ed3924-76bb-4669-ad28-4533f557f239","community y content manager",\N,"5","0"
"14ed3924-76bb-4669-ad28-4533f557f239","digital strategist",\N,"9","0"
"14ed3924-76bb-4669-ad28-4533f557f239","head of content ",\N,"4","0"
"14ed3924-76bb-4669-ad28-4533f557f239","content manager senior ",\N,"11","0"
"837c9c7d-144e-4366-925f-f4313805f803","becario e commerce",\N,"7","0"
"76bbacd0-3ade-4d83-a3ef-d804b73d0257","diseñador gráfico",\N,"12","0"
"76bbacd0-3ade-4d83-a3ef-d804b73d0257","director de arte",\N,"12","0"
"76bbacd0-3ade-4d83-a3ef-d804b73d0257","diseñador gráfico",\N,"13","0"
"76bbacd0-3ade-4d83-a3ef-d804b73d0257","diseñador freelance",\N,"26","0"
"76bbacd0-3ade-4d83-a3ef-d804b73d0257","diseñador digital",\N,"23","0"
"04525299-6063-4f93-9719-9f8ac80a7685","coordinadora comercial",\N,"7","0"
"04525299-6063-4f93-9719-9f8ac80a7685","content manager & digital strategist",\N,"25","0"
"c043dac5-dd81-42af-a5f5-48dd2c8d7580","asistente de cuentas",\N,"11","0"
"c043dac5-dd81-42af-a5f5-48dd2c8d7580","ejecutiva de cuentas ",\N,"8","0"
"c043dac5-dd81-42af-a5f5-48dd2c8d7580","ejecutiva de cuentas",\N,"31","0"
"328b910e-82d6-4dd2-9fe3-d977843c36b1","diseñador gráfico",\N,"30","0"
"328b910e-82d6-4dd2-9fe3-d977843c36b1","diseñador gráfico",\N,"13","0"
"328b910e-82d6-4dd2-9fe3-d977843c36b1","diseñador gráfico",\N,"17","0"
"328b910e-82d6-4dd2-9fe3-d977843c36b1","diseño gráfico",\N,"12","0"
"6d308d4f-00be-486d-b49b-e4689a7e8b2c","coordinador digital",\N,"17","0"
"6d308d4f-00be-486d-b49b-e4689a7e8b2c","coordinador de mkt digital",\N,"4","0"
"6d308d4f-00be-486d-b49b-e4689a7e8b2c","digital marketing strategist",\N,"6","0"
"6d308d4f-00be-486d-b49b-e4689a7e8b2c","digital marketing strategist ",\N,"24","0"
"554d6b99-1f03-42b1-92f3-9f57c6fc20f6","directora editorial",\N,"24","0"
"554d6b99-1f03-42b1-92f3-9f57c6fc20f6","gerente de procesos",\N,"55","0"
"554d6b99-1f03-42b1-92f3-9f57c6fc20f6","editora web softnews",\N,"20","0"
"f8716794-c4cc-4c68-9734-ea50bded614e","titular",\N,"6","0"
"fbf61d8e-5d32-434c-a528-52a53eb59a68","desarrollador python ",\N,"3","1"
"da83c56c-4854-4243-89af-a3f5d426193d","community manager ",\N,"71","1"
"da83c56c-4854-4243-89af-a3f5d426193d","diseñadora ",\N,"71","1"
"da83c56c-4854-4243-89af-a3f5d426193d","content manager",\N,"71","0"
"6d5db86a-f8d8-4460-88e1-a4c45cd6b624","abb robot programming instructor",\N,"12","0"
"c012e3c1-a91d-4bdc-aa73-9a7e41b96274","producción comercial",\N,"6","0"
"c012e3c1-a91d-4bdc-aa73-9a7e41b96274","creador de contenido",\N,"19","0"
"c012e3c1-a91d-4bdc-aa73-9a7e41b96274","artista 2d",\N,"15","0"
"90287396-7de6-4e19-8e57-ae42d0ef2056","asesor profesional de ventas",\N,"49","0"
"90287396-7de6-4e19-8e57-ae42d0ef2056","vendedor de seminuevos",\N,"53","0"
"90287396-7de6-4e19-8e57-ae42d0ef2056","asesor comercial seminuevos",\N,"-5","0"
"90287396-7de6-4e19-8e57-ae42d0ef2056","ejecutivo de ventas",\N,"17","0"
"5f684612-e61c-4bb7-bfef-0da8258c5f13","community manager",\N,"14","0"
"5f684612-e61c-4bb7-bfef-0da8258c5f13","ux/ui designer",\N,"4","0"
"34a8663e-aa2a-4d78-94a2-efa0cc140bae","social media manager",\N,"24","0"
"34a8663e-aa2a-4d78-94a2-efa0cc140bae","social media manager",\N,"5","0"
"34a8663e-aa2a-4d78-94a2-efa0cc140bae","marketing manager",\N,"4","0"
"d2ed6cef-83f4-4aeb-b5da-84d265935f97","copy creativo",\N,"22","0"
"d2ed6cef-83f4-4aeb-b5da-84d265935f97","content manager",\N,"31","0"
"d2ed6cef-83f4-4aeb-b5da-84d265935f97","content manager",\N,"24","0"
"d2ed6cef-83f4-4aeb-b5da-84d265935f97","asistente de corresponsal",\N,"36","0"
"2281af46-75b7-442e-b3b3-ddaf0e7ded28","ingeniero de campo",\N,"21","0"
"5b336cde-42ae-475c-b829-7a20eda8d90d","community manager ",\N,"15","0"
"5b336cde-42ae-475c-b829-7a20eda8d90d","editora de contenidos y redacción ",\N,"13","0"
"39d26a85-b6b7-4547-8262-3ece366c4d8e","docente - relaciones públicas",\N,"202","0"
"39d26a85-b6b7-4547-8262-3ece366c4d8e","docente",\N,"58","0"
"39d26a85-b6b7-4547-8262-3ece366c4d8e","analista",\N,"36","0"
"39d26a85-b6b7-4547-8262-3ece366c4d8e","analistas estadístico",\N,"34","0"
